,epoch,train_loss,valid_loss,valid_acc,layers,optimizer,lr,timestamp,source_file
140,41,0.13793527973890304,0.16195406877100468,0.952,10,SGD,0.01,20250922_185031,comparison_layers10_optSGD_lr0.01_20250922_185031.pkl
141,42,0.13404835897088052,0.15894839383363724,0.9528,10,SGD,0.01,20250922_185031,comparison_layers10_optSGD_lr0.01_20250922_185031.pkl
142,43,0.1303956722855568,0.1562428791075945,0.9538,10,SGD,0.01,20250922_185031,comparison_layers10_optSGD_lr0.01_20250922_185031.pkl
143,44,0.1269124545097351,0.15343310771286486,0.9546,10,SGD,0.01,20250922_185031,comparison_layers10_optSGD_lr0.01_20250922_185031.pkl
144,45,0.12358658212423325,0.1511369099408388,0.9554,10,SGD,0.01,20250922_185031,comparison_layers10_optSGD_lr0.01_20250922_185031.pkl
145,46,0.12043013288974762,0.1488957539796829,0.9557,10,SGD,0.01,20250922_185031,comparison_layers10_optSGD_lr0.01_20250922_185031.pkl
146,47,0.11738327286541463,0.14706560972034932,0.9563,10,SGD,0.01,20250922_185031,comparison_layers10_optSGD_lr0.01_20250922_185031.pkl
147,48,0.11443675217330455,0.14491599797308444,0.9571,10,SGD,0.01,20250922_185031,comparison_layers10_optSGD_lr0.01_20250922_185031.pkl
148,49,0.11159164571762085,0.1430205909460783,0.9576,10,SGD,0.01,20250922_185031,comparison_layers10_optSGD_lr0.01_20250922_185031.pkl
149,50,0.108870676445961,0.14107085175961256,0.9594,10,SGD,0.01,20250922_185031,comparison_layers10_optSGD_lr0.01_20250922_185031.pkl
150,1,2.303138801574707,2.2976163711547852,0.0982,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
151,2,2.2892553169250487,2.274329956817627,0.1653,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
152,3,2.2461308372497557,2.2040568305969237,0.3171,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
153,4,2.1125923732757568,1.982628758621216,0.453,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
154,5,1.726855687713623,1.4176718629837035,0.6055,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
155,6,1.1653398427009583,0.9566888276100158,0.7168,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
156,7,0.847221586894989,0.7513887575149536,0.7669,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
157,8,0.7049968366622925,0.6533987047195434,0.7993,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
158,9,0.6278104825973511,0.5919428102493286,0.8224,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
159,10,0.57498511800766,0.5464588034629821,0.8401,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
160,11,0.5332620435714722,0.5091519632339477,0.8518,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
161,12,0.49740218234062195,0.476519402217865,0.8618,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
162,13,0.4651462464332581,0.44736170258522034,0.872,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
163,14,0.4356902374744415,0.42150273241996766,0.8807,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
164,15,0.4093192290782928,0.39909608330726626,0.887,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
165,16,0.38643115470409395,0.38002809658050535,0.8915,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
166,17,0.3666767044067383,0.363561595916748,0.8948,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
167,18,0.3493298396587372,0.3487640223503113,0.8997,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
168,19,0.33371470181941987,0.33520095443725584,0.904,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
169,20,0.31945078096389773,0.32260639991760254,0.9077,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
170,21,0.3062225866794586,0.3106853694438934,0.9099,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
171,22,0.293855549454689,0.2993722827672958,0.9138,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
172,23,0.2822205845594406,0.2884743195772171,0.9175,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
