,epoch,train_loss,valid_loss,valid_acc,hidden_dim,layers,optimizer,lr,timestamp,source_file
41,42,1.7415768135070802,1.770028582763672,0.312,4,1,Adam,0.1,20250922_055403,history_hid4_layers1_optAdam_lr0.1_20250922_055403.pkl
42,43,1.7415450668334962,1.7709688589096069,0.3121,4,1,Adam,0.1,20250922_055403,history_hid4_layers1_optAdam_lr0.1_20250922_055403.pkl
43,44,1.741885768508911,1.7712683532714844,0.3112,4,1,Adam,0.1,20250922_055403,history_hid4_layers1_optAdam_lr0.1_20250922_055403.pkl
44,45,1.7416896436691285,1.7703432476043701,0.311,4,1,Adam,0.1,20250922_055403,history_hid4_layers1_optAdam_lr0.1_20250922_055403.pkl
45,46,1.7431843933105469,1.7725098049163819,0.3108,4,1,Adam,0.1,20250922_055403,history_hid4_layers1_optAdam_lr0.1_20250922_055403.pkl
46,47,1.741269882965088,1.7715027194976807,0.3118,4,1,Adam,0.1,20250922_055403,history_hid4_layers1_optAdam_lr0.1_20250922_055403.pkl
47,48,1.742698419380188,1.7718856439590454,0.3107,4,1,Adam,0.1,20250922_055403,history_hid4_layers1_optAdam_lr0.1_20250922_055403.pkl
48,49,1.7415565227508545,1.7728540737152099,0.3108,4,1,Adam,0.1,20250922_055403,history_hid4_layers1_optAdam_lr0.1_20250922_055403.pkl
49,50,1.7417742626190185,1.7728108003616334,0.3109,4,1,Adam,0.1,20250922_055403,history_hid4_layers1_optAdam_lr0.1_20250922_055403.pkl
50,1,2.3159426242828367,2.3138266174316406,0.101,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
51,2,2.312006593322754,2.3098344177246095,0.101,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
52,3,2.3080267570495607,2.305861625671387,0.101,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
53,4,2.3040762336730958,2.301928938293457,0.101,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
54,5,2.3000249740600585,2.297807040786743,0.101,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
55,6,2.2956335079193115,2.293282596588135,0.101,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
56,7,2.2908035064697265,2.288324044036865,0.101,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
57,8,2.285514814758301,2.2829158878326417,0.1011,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
58,9,2.2797329494476317,2.2769963344573974,0.1105,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
59,10,2.2734515705108644,2.2706194190979003,0.1318,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
60,11,2.266731220245361,2.2638148460388186,0.1356,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
61,12,2.259551180267334,2.2565101066589355,0.1292,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
62,13,2.2517842979431153,2.2485670059204104,0.1235,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
63,14,2.2433100914001467,2.239905933380127,0.1158,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
64,15,2.234062296295166,2.2304789459228513,0.1118,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
65,16,2.2239949840545656,2.2202355270385743,0.1097,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
66,17,2.2129489913940428,2.2088230377197267,0.1073,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
67,18,2.200623333358765,2.1961089797973634,0.1065,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
68,19,2.1872651496887205,2.1826254837036134,0.1059,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
69,20,2.173437216567993,2.1689367347717283,0.1055,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
70,21,2.1595958484649658,2.1554087238311768,0.1053,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
71,22,2.1460203857421876,2.142242603302002,0.1055,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
72,23,2.132917068862915,2.1295804180145264,0.1062,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
73,24,2.1203816402435303,2.1174400676727294,0.1069,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
74,25,2.1083788883209227,2.105776446533203,0.1663,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
75,26,2.096862410736084,2.0945335586547853,0.1977,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
76,27,2.085762172317505,2.0836437717437746,0.2034,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
77,28,2.0750187423706055,2.073071185684204,0.2083,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
78,29,2.0645778484344484,2.062763885498047,0.2135,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
79,30,2.054398413848877,2.0527044574737547,0.2191,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
80,31,2.0444463970184326,2.042862393951416,0.2255,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
81,32,2.0346971660614015,2.033225606536865,0.2296,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
82,33,2.0251397312164308,2.023784815979004,0.2364,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
83,34,2.0157644393920897,2.014533981704712,0.2415,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
84,35,2.0065535064697264,2.0054548355102537,0.2429,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
85,36,1.99749372215271,1.9965247177124024,0.244,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
86,37,1.9885668628692628,1.9877252630233764,0.243,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
87,38,1.9797432220458984,1.9790387058258057,0.2397,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
88,39,1.9709978061676026,1.9704147933959961,0.2358,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
89,40,1.9623060646057129,1.9618286029815675,0.2319,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
90,41,1.9536360820770264,1.9532465785980224,0.2276,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
91,42,1.944966822052002,1.9446491424560546,0.2256,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
92,43,1.936283766937256,1.9360332698822023,0.2243,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
93,44,1.9275613094329833,1.9273643398284912,0.2257,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
94,45,1.9187637027740478,1.9186122158050538,0.2268,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
95,46,1.9098736305236816,1.9097585903167724,0.2288,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
96,47,1.9008781972885131,1.9007853628158569,0.2317,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
97,48,1.8917574924468994,1.8916642210006713,0.2349,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
98,49,1.8824972057342528,1.882382587814331,0.2394,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
99,50,1.8730800926208495,1.8729288078308106,0.2433,6,3,SGD,0.001,20250922_073609,history_hid6_layers3_optSGD_lr0.001_20250922_073609.pkl
100,1,1.9655766202926637,1.8472792671203613,0.2581,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
101,2,1.84762273979187,1.8506125606536865,0.326,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
102,3,1.8302835830688478,1.8026410385131837,0.334,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
103,4,1.8198454254150391,1.8266890371322633,0.3284,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
104,5,1.8014438190460205,1.7867317523956299,0.3335,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
105,6,1.8034295932769775,1.8133710290908813,0.2658,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
106,7,1.787480019760132,1.7765453971862792,0.3431,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
107,8,1.7883517185211182,1.7869763568878174,0.3394,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
108,9,1.784938009262085,1.7841645221710205,0.342,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
109,10,1.7818662275314332,1.8104423723220826,0.3393,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
110,11,1.77501785030365,1.760537756729126,0.34,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
111,12,1.7712353164672852,1.770444314956665,0.3433,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
112,13,1.7737476600646973,1.7673456298828125,0.3452,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
113,14,1.7694310098648072,1.7688027492523193,0.3498,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
114,15,1.7725981170654297,1.7823480934143066,0.3453,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
115,16,1.776728631591797,1.7784069833755494,0.3462,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
116,17,1.7715111930847167,1.7661688934326172,0.3489,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
117,18,1.771693399810791,1.7713397441864014,0.3494,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
118,19,1.7699393301010131,1.767417773246765,0.3487,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
119,20,1.7713971084594726,1.7869996864318847,0.3442,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
120,21,1.7659412509918213,1.773993291091919,0.3474,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
121,22,1.765982098197937,1.771160223197937,0.3494,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
122,23,1.7666983989715577,1.7629111248016358,0.3492,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
123,24,1.7623515937805176,1.763694133758545,0.3497,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
124,25,1.759750171470642,1.7539580478668213,0.3496,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
125,26,1.7639768852233886,1.7653109144210815,0.3493,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
126,27,1.7621841926574706,1.7549448322296142,0.3478,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
127,28,1.7623304471969605,1.7680449436187744,0.3505,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
128,29,1.7664833515167235,1.757363576889038,0.3465,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
129,30,1.7602273181915282,1.7575989696502685,0.3471,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
130,31,1.7621724376678467,1.7630944580078125,0.347,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
131,32,1.7615329822540282,1.7544919467926026,0.3474,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
132,33,1.7593403581619262,1.7523691452026366,0.3477,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
133,34,1.7617687429428102,1.7595183727264405,0.3497,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
134,35,1.7623443920135498,1.7583277122497558,0.3474,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
135,36,1.7635250535964966,1.7524132402420043,0.3495,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
136,37,1.761375196456909,1.7612889953613282,0.3501,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
137,38,1.7611887901306151,1.751257082748413,0.3494,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
138,39,1.760890484237671,1.761726166534424,0.3508,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
139,40,1.7641161975860595,1.7648063396453857,0.3495,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
140,41,1.7634940277099609,1.7560401096343994,0.3508,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
141,42,1.7615423219680786,1.7635856393814087,0.3486,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
142,43,1.7640734657287598,1.7618988517761232,0.3497,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
143,44,1.765595482635498,1.763979245185852,0.3486,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
144,45,1.7648301919937133,1.77144368019104,0.349,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
145,46,1.7653328844070435,1.7562716808319092,0.3498,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
146,47,1.761320189666748,1.759933476638794,0.3495,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
147,48,1.7618822719573974,1.7687654722213746,0.3498,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
148,49,1.7643323551177978,1.7623510665893554,0.3514,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
149,50,1.7633443689346313,1.7590946668624878,0.3508,2,1,Adam,0.1,20250922_044537,history_hid2_layers1_optAdam_lr0.1_20250922_044537.pkl
150,1,0.8884453948974609,0.5148795876979828,0.8594,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
151,2,0.45658093762397767,0.49373513345718384,0.8588,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
152,3,0.397780034828186,0.4109239176750183,0.8883,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
153,4,0.36672230072021483,0.3986737484693527,0.8931,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
154,5,0.3468748559951782,0.3932827943563461,0.895,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
155,6,0.3353403655290604,0.39149545011520387,0.8953,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
156,7,0.3279523009777069,0.40275898036956786,0.8933,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
157,8,0.32089789106845856,0.3963758102416992,0.8952,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
158,9,0.31665443451404574,0.3859552392959595,0.8995,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
159,10,0.30991031103134153,0.38580276429653165,0.8997,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
160,11,0.30416308846473694,0.40846886224746703,0.8939,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
161,12,0.30018001285791396,0.3994736560583115,0.8963,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
162,13,0.2961900641679764,0.4216377948284149,0.8918,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
163,14,0.29388714039325714,0.41200015144348145,0.8939,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
164,15,0.29004748841524125,0.39823777074813843,0.8964,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
165,16,0.2869044575333595,0.38622135405540464,0.8994,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
166,17,0.2833417382001877,0.4074406674385071,0.8939,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
167,18,0.28221853544712067,0.3823893340587616,0.8977,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
168,19,0.2807198357343674,0.36799757969379426,0.9031,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
169,20,0.275903747010231,0.3686198644638062,0.9029,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
170,21,0.27368944144248963,0.36742962436676024,0.9056,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
171,22,0.26975153698921206,0.36235431385040284,0.9064,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
172,23,0.26874783272743225,0.36263406748771665,0.9054,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
173,24,0.26629551072120666,0.36085660586357116,0.9062,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
174,25,0.26387227296829224,0.35824404945373534,0.9065,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
175,26,0.26422717370986937,0.356274073266983,0.9077,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
176,27,0.26202956128120425,0.36624383289813994,0.9051,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
177,28,0.26220529730319975,0.37758978471755983,0.9025,8,3,Adam,0.01,20250922_090848,history_hid8_layers3_optAdam_lr0.01_20250922_090848.pkl
